Language	GlossID	Gloss	Form	Code
Karajarri	29	child	partany	2
KarajarriNW	29	child		0
Kariyarra	29	child	manggurla	5
Karree	29	child	wonyi	39
Kartujarra	29	child	jiji	34
Karuwali	29	child	poorloora	106
Katthang	29	child	Boor-i	32
Kaurna	29	child	ngarto	23
Keramin	29	child	bAY-ranutj	102
Kugu Nganhcara	29	child	pukpe	56
Kukatj	29	child	ngilmpen / ŋilmpen	69
Kukatja	29	child	mama	9
Kuku Yalanji	29	child	karrkay	92
KukuYalanjiCurr	29	child	gungal	93
Kungadutyi	29	child	karragadya/karrakadya	0
Kungkari	29	child	walpara	1
Kurnu	29	child	berloo-berloo	72
Kurrama	29	child	kaanyjarri	91
Kurtjar	29	child	rdaachirgh	86
Kuuku-Ya’u	29	child	wupuyu	63
Linngithigh	29	child	aghambrong	83
Mabuiag	29	child	ka:zi	7
Malgana	29	child	yamba	40
Malngin	29	child	kurtu, yapayapa	3
Malyangapa	29	child	Mal: kuwa	16
MangalaMcK	29	child	kartu	3
MangalaNW	29	child	walago	8
Margany	29	child	gabun	79
Martu Wangka	29	child	parrka	41
Mary River and Bunya Bunya Country	29	child	wol’bai	60
Mathi-Mathi	29	child	paimbango	71
Mayi-Kulan	29	child	patjangurr / patjangurr	54
Mayi-Kutuna	29	child	patjangula / patjangula	54
Mayi-Thakurti	29	child	kuttukkara / kuttukkara	66
Mayi-Yapi	29	child	patjangurr / patjangurr	54
Mbabaram	29	child	dhábu	64
Mbakwithi	29	child	rurri	82
Minjungbal	29	child	chargum	74
Mirniny	29	child	warnti	15
Mithaka	29	child	purla	48
Mount Freeling Diyari	29	child	koopawura	16
Mudburra	29	child	karu	3
Mudburra-McC	29	child	karu	3
Muruwari	29	child	gudara	36
Narrungga	29	child	gunganya	52
Ng'goi Mwoi	29	child	toharjoom	37
Ngaanyatjarra	29	child	yurntal(pa), katja	10
Ngadjumaya	29	child	kadjarra {PL}	7
Ngadjuri	29	child		0
Ngaiawang	29	child	nguilka; nguilpo	70
Ngamini	29	child	kupa	16
Ngardily	29	child	yampaji	40
Ngarigu	29	child	wany	39
Ngarinyman	29	child	garu	3
Ngarla	29	child	jilya	75
Ngarluma	29	child	manyga	5
Ngarrindjeri	29	child	puri	32
Ngawun	29	child	patjangurr / patjangurr	54
Ngiyambaa	29	child	wuru	81
Ngunawal	29	child	kudha	36
Nhanta	29	child	putiapaala	6
Nhirrpi	29	child	muruwa pulya	31
Northern Mangarla	29	child	kartu	3
Northern Nyangumarta	29	child	yapanykarra	4
Nyamal	29	child	chelia	75
Nyangumarta	29	child	partany	2
Nyungar	29	child	goolanggurra	19
Paakantyi	29	child	mobo	17
Pakanh	29	child	thuuwe	87
Pallanganmiddang	29	child	marraga	51
Panyjima	29	child	kubija	16
Parnkala	29	child	kycherri	26
Payungu	29	child	kubujarri	16
Piangil	29	child	bobi	47
Pintupi-Luritja	29	child	ngulyi, tjimpanya, tjitji, tjilku, yaparranytji	34
Pirriya	29	child	“mararida”	31
Pitjantjatjara	29	child	katja	7
Pitta-Pitta	29	child	pitta	55
Rirratjingu	29	child	ratha'	12
Ritharrngu	29	child	jama	11
Southern Walmajarri	29	child		0
Thalanyji	29	child	kubuju	16
Tharrgari	29	child	jupa	57
Umpila	29	child	wupunpunyu,wupunyu	63
Wajarri	29	child	jura	76
Wakaya	29	child	kerewa	65
WalmajarriBilliluna	29	child	lampanpa (he is small)	14
WalmajarriHR	29	child	walaku	8
WalmajarriNW	29	child	walago	8
Wangkangurru	29	child	alua	46
Wangkatja	29	child	tjilku	75
Wangkayutyuru	29	child	parli	58
Wangkumara	29	child	wariwa	29
WangkumaraMcDWur	29	child	warliwa	29
Wardandi	29	child	koolangbulla	19
Wargamay	29	child	yibi	112
Warlmanpa	29	child	yapa witta, kurtu	28
Warlpiri	29	child	ngalapi	18
Warluwarra	29	child	karali	3
Warnman	29	child	jiji	34
Warriyangga	29	child	jumba	57
Warumungu	29	child	kartikiji	3
Warungu	29	child	galbiri	45
Wathawurrung	29	child	babab	80
Wathiwathi	29	child	pinko	103
Watjuk	29	child	kullangkarry	19
Western Arrarnta	29	child	alira, lira	49
Wik Mungkan	29	child	thuw	56
Wiradjuri	29	child	guudha	36
Wirangu	29	child	buldu	25
Woiwurrung	29	child	bubup	47
Wulguru	29	child	nalga	67
Yabula Yabula	29	child	nguliwak	100
Yagara	29	child	na:mmu:l	84
Yalarnnga	29	child	kaya	7
Yan-nhangu	29	child	ratha	12
Yandruwandha	29	child	muduwa	31
Yanyuwa	29	child	kuyaji (cm-)	50
Yarluyandi	29	child	ngatha-palki	53
Yawarrawarrka	29	child	bula	48
Yidiny	29	child	jaja	0
Yindjibarndi	29	child	manggurla	5
Yindjilandji	29	child	gawa	7
Yiningay	29	child	wobinyella	111
Yirandali	29	child	woorrna	89
Yorta Yorta	29	child	yarga ~ yalga	59
Yugambeh	29	child	jajumm	37
Yulparija	29	child	jiji	34
Yuwaalaraay	29	child	milan	42
Adnyamathanha	30	climb	witya-	30
Aghu-Tharrnggala	30	climb		0
Alyawarr	30	climb	nganeyel, inganeyel	48
Antekerrepenhe	30	climb	nganem	48
Arabana	30	climb	ta-wonkata	34
Awabakal	30	climb	kullimulliko	23
Badimaya	30	climb		0
Badjiri	30	climb	kuttha	22
Bandjalang	30	climb	wandi-, wandeh-	39
Batyala	30	climb	wanda	39
Bidyara-Gungabula	30	climb	waga	28
Bilinarra	30	climb	bardaj	21
Biri	30	climb	yaga	35
Birrpayi	30	climb	Cal-loo-a	23
Bularnu	30	climb	yaka	35
Bunganditj	30	climb	kanyinyi	46
Colac	30	climb		0
Darkinyung	30	climb	gulliwai	23
Dhangu	30	climb	ḏuwaṯ [V-1-in]	0
Dharawal	30	climb	[Gundu ñilli bowañingai]	38
Dharuk	30	climb	kalua	23
Dharumbal	30	climb		0
Dhayyi	30	climb	ŋal'yun	12
Dhudhuroa	30	climb	garrigala?	43
Dhurga	30	climb	Kul´-la-wal-ga	23
Dhuwal	30	climb	ḏuwaṯ [V-1-in]	0
Dhuwala	30	climb	giḻaŋdhun	16
Diyari	30	climb	karri-	24
Djabugay	30	climb	maga	56
Djambarrpuyngu	30	climb	ḏuwaṯ [V-1-in]	0
Djapu	30	climb	ḏuwaṯ [V-1-in]	0
Djinang	30	climb	galaltjigi	23
Durubul	30	climb		0
Duungidjawu	30	climb	wa	61
Dyirbal	30	climb	biliy	36
Flinders Island	30	climb		0
Gairi	30	climb		0
Gamilaraay	30	climb	galiyaay	23
Gangulu	30	climb	yaga	35
Garlali	30	climb		0
Gooreng Gooreng	30	climb	gillarma	14
Gudjal	30	climb		0
Gumatj	30	climb		0
Gumbaynggir	30	climb	waandi	39
Gunditjmara	30	climb	warrandak	0
Gundungurra	30	climb	booballe mang	38
Gunggari	30	climb		0
Gunya	30	climb	waga	28
Gupapuyngu	30	climb	giḻaŋdhun	16
Gurindji	30	climb	partaj yanana	21
Guugu-Yimidhirr	30	climb	mata	47
Guwa	30	climb		0
Guyani	30	climb	wontata	10
Iyora	30	climb	Cal-loo-a	23
Jaru	30	climb	bāda yana	21
Jaru-McC	30	climb	badayi	21
Jiwarli	30	climb	kurla-ru	44
Jiwarliny	30	climb		0
Kaanju	30	climb		0
Kalkatungu	30	climb	yuu	42
Kamilaroi	30	climb	gullê	23
Karajarri	30	climb	lagal	4
KarajarriNW	30	climb	lagal	3
Kariyarra	30	climb	karlpa	5
Karree	30	climb	Cull-e -wull-ar	23
Kartujarra	30	climb	rtaka	37
Karuwali	30	climb		0
Katthang	30	climb	Kur-roo-ma	41
Kaurna	30	climb	tattendi	11
Keramin	30	climb		0
Kugu Nganhcara	30	climb	mata	47
Kukatj	30	climb	karti- / karti-	13
Kukatja	30	climb	tatila	11
Kuku Yalanji	30	climb	dakal	37
KukuYalanjiCurr	30	climb		0
Kungadutyi	30	climb		0
Kungkari	30	climb	warnta-	0
Kurnu	30	climb		0
Kurrama	30	climb	kartpayi	5
Kurtjar	30	climb	nchi.lk	58
Kuuku-Ya’u	30	climb	piingkana	57
Linngithigh	30	climb	mbani-y	55
Mabuiag	30	climb	kadaka-wali	13
Malgana	30	climb	wandinyina (pres. cont.)	39
Malngin	30	climb	partayij nganana	21
Malyangapa	30	climb	kutja-	18
MangalaMcK	30	climb	karnti	4
MangalaNW	30	climb		0
Margany	30	climb	wandi	39
Martu Wangka	30	climb	takarnu	37
Mary River and Bunya Bunya Country	30	climb	bon’yindan	20
Mathi-Mathi	30	climb	waiwad_a	0
Mayi-Kulan	30	climb	[missing] / [missing]	0
Mayi-Kutuna	30	climb	[missing] / [missing]	0
Mayi-Thakurti	30	climb	[missing] / [missing]	0
Mayi-Yapi	30	climb	[missing] / [missing]	0
Mbabaram	30	climb		0
Mbakwithi	30	climb		0
Minjungbal	30	climb	wandi	39
Mirniny	30	climb	wantinganha-	39
Mithaka	30	climb	kati-	22
Mount Freeling Diyari	30	climb	kinna	17
Mudburra	30	climb	duwaj (karri-, ku-ya)	27
Mudburra-McC	30	climb	bardaj	21
Muruwari	30	climb	parra-	0
Narrungga	30	climb		0
Ng'goi Mwoi	30	climb	wundahla	39
Ngaanyatjarra	30	climb	tatilku, tikalarralku, tikalpakalku	8
Ngadjumaya	30	climb	warndiiti- {CAUS}	10
Ngadjuri	30	climb		0
Ngaiawang	30	climb	wongkun; wongurrin	34
Ngamini	30	climb	katiya	22
Ngardily	30	climb		0
Ngarigu	30	climb	gulligimbilli	23
Ngarinyman	30	climb	bardaj yani	21
Ngarla	30	climb	mangarr ngarri	0
Ngarluma	30	climb	garlba	5
Ngarrindjeri	30	climb	wangkin	34
Ngawun	30	climb	[missing] / [missing]	0
Ngiyambaa	30	climb	walkakirri	62
Ngunawal	30	climb	buwi-yi	0
Nhanta	30	climb	irrirnti	6
Nhirrpi	30	climb	walki	62
Northern Mangarla	30	climb	karnti	4
Northern Nyangumarta	30	climb	karntinyi- (V1)	4
Nyamal	30	climb	karlpi	5
Nyangumarta	30	climb	karntinyaku	4
Nyungar	30	climb	dhandang	25
Paakantyi	30	climb	biṉa-	19
Pakanh	30	climb	kani mathana	47
Pallanganmiddang	30	climb		0
Panyjima	30	climb	karlpa-ku	5
Parnkala	30	climb	wornikkiti	31
Payungu	30	climb	kurla-nmayi	44
Piangil	30	climb		0
Pintupi-Luritja	30	climb	tatinu, tikalpakanu, kalpangu	8
Pirriya	30	climb		0
Pitjantjatjara	30	climb	kalpanyi, tatini	8
Pitta-Pitta	30	climb	kathi	22
Rirratjingu	30	climb	ŋalthun	12
Ritharrngu	30	climb	ngal'yun	12
Southern Walmajarri	30	climb	turta-ya	67
Thalanyji	30	climb	kurla-lgin	44
Tharrgari	30	climb	kurla-ru	44
Umpila	30	climb	piyingka-	57
Wajarri	30	climb	galbaji-	8
Wakaya	30	climb	irrk	15
WalmajarriBilliluna	30	climb	kayir-yanu	2
WalmajarriHR	30	climb	parayanu	9
WalmajarriNW	30	climb	bara-yana	9
Wangkangurru	30	climb	karanta	24
Wangkatja	30	climb	tati-	11
Wangkayutyuru	30	climb	kathi-	22
Wangkumara	30	climb	thawi-	49
WangkumaraMcDWur	30	climb	dhawi	49
Wardandi	30	climb	dandang	0
Wargamay	30	climb		0
Warlmanpa	30	climb	waka-ka	28
Warlpiri	30	climb	wari-ya-ni	29
Warluwarra	30	climb	yarrgha	35
Warnman	30	climb	takala	37
Warriyangga	30	climb	kurla-ru	44
Warumungu	30	climb	warntan	10
Warungu	30	climb	ngarrabi	59
Wathawurrung	30	climb	ka(d)na	32
Wathiwathi	30	climb		0
Watjuk	30	climb	dendang	25
Western Arrarnta	30	climb	ntjima	58
Wik Mungkan	30	climb	war matAN	51
Wiradjuri	30	climb	Kalianna	23
Wirangu	30	climb	barlgarn	26
Woiwurrung	30	climb	warna-	10
Wulguru	30	climb	mandana	50
Yabula Yabula	30	climb	karrian	1
Yagara	30	climb	wandari	0
Yalarnnga	30	climb	wanti	39
Yan-nhangu	30	climb	ŋal'thun	12
Yandruwandha	30	climb	kari, karithalka, walki	24
Yanyuwa	30	climb	warlbantharra	52
Yarluyandi	30	climb	wiljpa	54
Yawarrawarrka	30	climb	watjitatjari	53
Yidiny	30	climb	magi	56
Yindjibarndi	30	climb	wirdirri	7
Yindjilandji	30	climb	'danagidiɹi	60
Yiningay	30	climb		0
Yirandali	30	climb		0
Yorta Yorta	30	climb	worrwa-	40
Yugambeh	30	climb	wundei	39
Yulparija	30	climb	tatila	11
Yuwaalaraay	30	climb	galiyay	23
Adnyamathanha	31	cloud	urlpi	34
Aghu-Tharrnggala	31	cloud		0
Alyawarr	31	cloud	kwenpay	51
Antekerrepenhe	31	cloud	kwenpay, akuly	51
Arabana	31	cloud	kurarapalku	50
Awabakal	31	cloud	yareil	42
Badimaya	31	cloud	mandala	70
Badjiri	31	cloud	daringara	65
Bandjalang	31	cloud	dagam W,We,C ('fog' in G)	82
Batyala	31	cloud	maning-bu	69
Bidyara-Gungabula	31	cloud	yugan	83
Bilinarra	31	cloud	mardayi	9
Biri	31	cloud	bunbula	36
Birrpayi	31	cloud	Bourra	43
Bularnu	31	cloud	rdagali	57
Bunganditj	31	cloud	munmari	49
Colac	31	cloud	[bula da] mer ong (tu)	96
Darkinyung	31	cloud	yura	42
Dhangu	31	cloud	maŋan	17
Dharawal	31	cloud	kurru	41
Dharuk	31	cloud	Boura	43
Dharumbal	31	cloud	burum	43
Dhayyi	31	cloud	maŋan	17
Dhudhuroa	31	cloud	garrayu	0
Dhurga	31	cloud	Mong´-a-la	73
Dhuwal	31	cloud	maŋan	17
Dhuwala	31	cloud	wutjun	19
Diyari	31	cloud	parlku	55
Djabugay	31	cloud	nguda	79
Djambarrpuyngu	31	cloud	waŋupini(')	17
Djapu	31	cloud	maŋan	17
Djinang	31	cloud	ngawaḻngawaḻ	18
Durubul	31	cloud	galan	91
Duungidjawu	31	cloud	bayel	80
Dyirbal	31	cloud	jitta	99
Flinders Island	31	cloud		0
Gairi	31	cloud	tyun	83
Gamilaraay	31	cloud	gundaa, yuru	28
Gangulu	31	cloud	yugan	83
Garlali	31	cloud	tarruŋarra	65
Gooreng Gooreng	31	cloud	boonoo	81
Gudjal	31	cloud	yugan biri	83
Gumatj	31	cloud	maŋan	17
Gumbaynggir	31	cloud	gaara	41
Gunditjmara	31	cloud	muurnong	0
Gundungurra	31	cloud	gurrung	41
Gunggari	31	cloud	darringarra	0
Gunya	31	cloud	dhariŋada	40
Gupapuyngu	31	cloud	wutjun	19
Gurindji	31	cloud	martayi	9
Guugu-Yimidhirr	31	cloud	ngulban	0
Guwa	31	cloud	mokarpa	87
Guyani	31	cloud	mapinja	31
Iyora	31	cloud	Bourra	43
Jaru	31	cloud	ŋaba durudj gaŋaŋ	33
Jaru-McC	31	cloud	maarn	29
Jiwarli	31	cloud	jirdamba	59
Jiwarliny	31	cloud	yunturr	15
Kaanju	31	cloud	yalthal	25
Kalkatungu	31	cloud	pupula	36
Kamilaroi	31	cloud	yuru	42
Karajarri	31	cloud	ringu	7
KarajarriNW	31	cloud	waragar	2
Kariyarra	31	cloud	yurntu	15
Karree	31	cloud	Ur-ar	42
Kartujarra	31	cloud	yunturr	15
Karuwali	31	cloud		0
Katthang	31	cloud	Krum-moon	41
Kaurna	31	cloud	makko	30
Keramin	31	cloud		0
Kugu Nganhcara	31	cloud		0
Kukatj	31	cloud	ngruker(?) / ŋruker(?)	78
Kukatja	31	cloud	wanali	12
Kuku Yalanji	31	cloud	ngurrban	95
KukuYalanjiCurr	31	cloud		0
Kungadutyi	31	cloud	talara	26
Kungkari	31	cloud	thurntithirri	1
Kurnu	31	cloud	ninnda	75
Kurrama	31	cloud	pilarna	27
Kurtjar	31	cloud	ntooelgh	89
Kuuku-Ya’u	31	cloud	thalthala	66
Linngithigh	31	cloud	ngambay	0
Mabuiag	31	cloud	baz	16
Malgana	31	cloud	nganyimarra	0
Malngin	31	cloud	maarn	29
Malyangapa	31	cloud	Mal: thalaRa	26
MangalaMcK	31	cloud	pukarr	6
MangalaNW	31	cloud		0
Margany	31	cloud	barnŋara	64
Martu Wangka	31	cloud	yurnturrpa	15
Mary River and Bunya Bunya Country	31	cloud	mon’dam	93
Mathi-Mathi	31	cloud	menggi	72
Mayi-Kulan	31	cloud	winaNGu / winaNGu	84
Mayi-Kutuna	31	cloud	nguLamat / nguLamat	94
Mayi-Thakurti	31	cloud	[missing] / [missing]	0
Mayi-Yapi	31	cloud	wuRul / wuRul	61
Mbabaram	31	cloud	algwar(ə)	0
Mbakwithi	31	cloud	BUyi	4
Minjungbal	31	cloud	toongoon	46
Mirniny	31	cloud	maarra	92
Mithaka	31	cloud	turnrditirri	56
Mount Freeling Diyari	31	cloud	thularabooldrina	26
Mudburra	31	cloud	mardayi	9
Mudburra-McC	31	cloud	mardayi	9
Muruwari	31	cloud	tharringara	0
Narrungga	31	cloud	maggu	30
Ng'goi Mwoi	31	cloud	tohoongun	46
Ngaanyatjarra	31	cloud	yutuwari	13
Ngadjumaya	31	cloud	pankala	11
Ngadjuri	31	cloud	butji	4
Ngaiawang	31	cloud	ngernk$e	77
Ngamini	31	cloud	kurrara	41
Ngardily	31	cloud		0
Ngarigu	31	cloud	Koolumbroo	67
Ngarinyman	31	cloud	mawan	32
Ngarla	31	cloud	mujura	74
Ngarluma	31	cloud	garndara	8
Ngarrindjeri	31	cloud	thupadhawi	37
Ngawun	31	cloud	[missing] / [missing]	0
Ngiyambaa	31	cloud	thurai	24
Ngunawal	31	cloud	karang	41
Nhanta	31	cloud	nyila	9
Nhirrpi	31	cloud	ngandyarri	76
Northern Mangarla	31	cloud	mujungku	5
Northern Nyangumarta	31	cloud	mujungu	5
Nyamal	31	cloud	mucungu	0
Nyangumarta	31	cloud	mujungu	5
Nyungar	31	cloud	malga yet	23
Paakantyi	31	cloud	ḏūru	24
Pakanh	31	cloud	aku-wuchcha	85
Pallanganmiddang	31	cloud	yuwatha	63
Panyjima	31	cloud	parlkanu	90
Parnkala	31	cloud	mabinye	31
Payungu	31	cloud	pilarna	27
Piangil	31	cloud		0
Pintupi-Luritja	31	cloud	tjarrngu, wankirri, matari, tjanngu, yurrnga, yutuwari	98
Pirriya	31	cloud	joŋala	86
Pitjantjatjara	31	cloud	ngangkali	14
Pitta-Pitta	31	cloud	parnrtara	22
Rirratjingu	31	cloud	maŋan	17
Ritharrngu	31	cloud	gurnung	20
Southern Walmajarri	31	cloud		0
Thalanyji	31	cloud	pilarna	27
Tharrgari	31	cloud	pilarna	27
Umpila	31	cloud	thalthal,-a	66
Wajarri	31	cloud	magurn	30
Wakaya	31	cloud	yari	42
WalmajarriBilliluna	31	cloud	yurnturr	15
WalmajarriHR	31	cloud	ngumurru	10
WalmajarriNW	31	cloud	womara	3
Wangkangurru	31	cloud	kurauarapalku	50
Wangkatja	31	cloud	warltulpa	0
Wangkayutyuru	31	cloud	parntara	22
Wangkumara	31	cloud	thalara	26
WangkumaraMcDWur	31	cloud	dalara	26
Wardandi	31	cloud	mar	0
Wargamay	31	cloud	dyura	101
Warlmanpa	31	cloud	matayi	9
Warlpiri	31	cloud	mangkurdu	21
Warluwarra	31	cloud		0
Warnman	31	cloud	mujungu	5
Warriyangga	31	cloud	pilarna	27
Warumungu	31	cloud	matayi	9
Warungu	31	cloud	jurrajurra	0
Wathawurrung	31	cloud	wurr-wurr	39
Wathiwathi	31	cloud		0
Watjuk	31	cloud	margabbi	53
Western Arrarnta	31	cloud	kwatja ngkaarla	68
Wik Mungkan	31	cloud	yuw	62
Wiradjuri	31	cloud	dirranbirrang	47
Wirangu	31	cloud	walduldu	35
Woiwurrung	31	cloud	laak	52
Wulguru	31	cloud	ngumar	10
Yabula Yabula	31	cloud		0
Yagara	31	cloud	muttan	88
Yalarnnga	31	cloud	yurruma	48
Yan-nhangu	31	cloud	gapaḻal	21
Yandruwandha	31	cloud	kudawarrala, ngandjarri nganya, pariwilpa	28
Yanyuwa	31	cloud	julayarriyarri	60
Yarluyandi	31	cloud	pundithirri	56
Yawarrawarrka	31	cloud	ngamiarapannja	54
Yidiny	31	cloud	marun	71
Yindjibarndi	31	cloud	garndara	8
Yindjilandji	31	cloud		0
Yiningay	31	cloud		0
Yirandali	31	cloud		0
Yorta Yorta	31	cloud	yurratha	44
Yugambeh	31	cloud	jungun	46
Yulparija	31	cloud	yurnturr(pa)	15
Yuwaalaraay	31	cloud	bama	45
Adnyamathanha	32	cold	ata-	22
Aghu-Tharrnggala	32	cold	tyəbətyə	98
Alyawarr	32	cold	irrernt	56
Antekerrepenhe	32	cold	lyangkw	68
Arabana	32	cold	madli	28
Awabakal	32	cold	kur-kur	42
Badimaya	32	cold	murdi	9
Badjiri	32	cold	gugal?	52
Bandjalang	32	cold	worung	66
Batyala	32	cold	walay	0
Bidyara-Gungabula	32	cold	mula	72
Bilinarra	32	cold	magurru	11
Biri	32	cold	budhari	38
Birrpayi	32	cold	Tahgra	40
Bularnu	32	cold	iga	55
Bunganditj	32	cold	mun-mut	53
Colac	32	cold	peerin (l)	7
Darkinyung	32	cold	dagara	40
Dhangu	32	cold	guyiŋarr	18
Dharawal	32	cold	maiin	43
Dharuk	32	cold	Tuggerah	40
Dharumbal	32	cold	bathal?	59
Dhayyi	32	cold	guyŋarrthirr	18
Dhudhuroa	32	cold	bouwatha	37
Dhurga	32	cold	Dhug´-gar	40
Dhuwal	32	cold	guyiŋarr	18
Dhuwala	32	cold	ŋulwitj	16
Diyari	32	cold	kundukundu	13
Djabugay	32	cold	bingganyji	76
Djambarrpuyngu	32	cold	guyiŋarr	18
Djapu	32	cold	guyiŋarr	18
Djinang	32	cold	miṉ	19
Durubul	32	cold	dan-dan	94
Duungidjawu	32	cold	ŋiyarr	75
Dyirbal	32	cold	bootcham	100
Flinders Island	32	cold		0
Gairi	32	cold	midurra	33
Gamilaraay	32	cold	garriil	46
Gangulu	32	cold	budhari	38
Garlali	32	cold	makuɾu	11
Gooreng Gooreng	32	cold	nyitoon	73
Gudjal	32	cold	wilda	84
Gumatj	32	cold	ŋulwitj	16
Gumbaynggir	32	cold	niirum	58
Gunditjmara	32	cold	mot-mot	9
Gundungurra	32	cold	Carretta	41
Gunggari	32	cold	yagal	64
Gunya	32	cold	midhard	33
Gupapuyngu	32	cold	ŋulwitj	16
Gurindji	32	cold	murrurru	26
Guugu-Yimidhirr	32	cold	mokaimbe	0
Guwa	32	cold	willinga	83
Guyani	32	cold	bakala	31
Iyora	32	cold	tuggerrer	40
Jaru	32	cold	malirri	28
Jaru-McC	32	cold	gilygily	29
Jiwarli	32	cold	pulhuwa	54
Jiwarliny	32	cold	makurru	11
Kaanju	32	cold		0
Kalkatungu	32	cold	ilirr	47
Kamilaroi	32	cold	kurril	46
Karajarri	32	cold	jarrjarr	8
KarajarriNW	32	cold	djar djar	8
Kariyarra	32	cold	muthumuthu	72
Karree	32	cold	Wor-rungun	66
Kartujarra	32	cold	yalta	15
Karuwali	32	cold	terrili	96
Katthang	32	cold	Tuk-ke-ra	40
Kaurna	32	cold	manyapaiœnna, manya	32
Keramin	32	cold	ta(y)raul	93
Kugu Nganhcara	32	cold	kuthcira	0
Kukatj	32	cold	miinter / miinter	69
Kukatja	32	cold	kunti	13
Kuku Yalanji	32	cold	kiwai, bulur	2
KukuYalanjiCurr	32	cold	kiwai	2
Kungadutyi	32	cold	gilea	0
Kungkari	32	cold	murirra	26
Kurnu	32	cold	yerkkee	78
Kurrama	32	cold	majarra	33
Kurtjar	32	cold	ngkordiyo.lk	81
Kuuku-Ya’u	32	cold	piicha	65
Linngithigh	32	cold	tharthae	82
Mabuiag	32	cold	gabu	17
Malgana	32	cold	magna	5
Malngin	32	cold	maakurru	11
Malyangapa	32	cold	Mal: mantha	22
MangalaMcK	32	cold	piriya	7
MangalaNW	32	cold	biria	7
Margany	32	cold	yagal	64
Martu Wangka	32	cold	kaaly	44
Mary River and Bunya Bunya Country	32	cold	wa’lai	99
Mathi-Mathi	32	cold	mendji	70
Mayi-Kulan	32	cold	yirrnga / yirrnga	63
Mayi-Kutuna	32	cold	yirrnga / yirrnga	63
Mayi-Thakurti	32	cold	yernga / yernga	63
Mayi-Yapi	32	cold	yirrnga / yirrnga	63
Mbabaram	32	cold	kittoor	3
Mbakwithi	32	cold	tharanga	95
Minjungbal	32	cold	wurring	66
Mirniny	32	cold	minyakalurru	12
Mithaka	32	cold	malt[h]i	36
Mount Freeling Diyari	32	cold	kilpalie	91
Mudburra	32	cold	makurru	11
Mudburra-McC	32	cold	makurru	11
Muruwari	32	cold	marnta	22
Narrungga	32	cold	nhuggi	34
Ng'goi Mwoi	32	cold	moorin	24
Ngaanyatjarra	32	cold	warri, yalta	6
Ngadjumaya	32	cold	minyurru	12
Ngadjuri	32	cold		0
Ngaiawang	32	cold	makkurr	11
Ngamini	32	cold	malti	36
Ngardily	32	cold	marlirri	28
Ngarigu	32	cold	kurritgo	41
Ngarinyman	32	cold	magurru	11
Ngarla	32	cold	yirnta	79
Ngarluma	32	cold	muthu	72
Ngarrindjeri	32	cold	yorte	39
Ngawun	32	cold	katja / katja	67
Ngiyambaa	32	cold	gunundai	48
Ngunawal	32	cold	gurrada	41
Nhanta	32	cold	ugurda-	10
Nhirrpi	32	cold	pundra	20
Northern Mangarla	32	cold	pirriya	7
Northern Nyangumarta	32	cold	warrijirri	6
Nyamal	32	cold	yinda	79
Nyangumarta	32	cold	warri	6
Nyungar	32	cold	nittin	27
Paakantyi	32	cold	bundinyella	20
Pakanh	32	cold	kucherre	57
Pallanganmiddang	32	cold	bathawatha	59
Panyjima	32	cold	muthumuthu	72
Parnkala	32	cold	pialla	31
Payungu	32	cold	pulhuwa	54
Piangil	32	cold	bulloinkurrori	92
Pintupi-Luritja	32	cold	warri, yalta	6
Pirriya	32	cold	yirliya	87
Pitjantjatjara	32	cold	nantun(pa) (nyinanyi)	14
Pitta-Pitta	32	cold	mali	28
Rirratjingu	32	cold	ŋulwitj	16
Ritharrngu	32	cold	ŋulwitj	16
Southern Walmajarri	32	cold	makurrumarnu	11
Thalanyji	32	cold	muthu	9
Tharrgari	32	cold	thari	60
Umpila	32	cold	piica	65
Wajarri	32	cold	janda	77
Wakaya	32	cold	iku	55
WalmajarriBilliluna	32	cold	maliri	28
WalmajarriHR	32	cold	makurru (ngunangu)	11
WalmajarriNW	32	cold	derilili	1
Wangkangurru	32	cold	malingaru	28
Wangkatja	32	cold	kawunpa	90
Wangkayutyuru	32	cold	malhi, mali	36
Wangkumara	32	cold	thilaba	61
WangkumaraMcDWur	32	cold		0
Wardandi	32	cold	kurking	4
Wargamay	32	cold	gidul	3
Warlmanpa	32	cold	mijakurla	33
Warlpiri	32	cold	walyka	35
Warluwarra	32	cold	kunhukunhaa	62
Warnman	32	cold	warrikarri	6
Warriyangga	32	cold	pulana	54
Warumungu	32	cold	warna (feeling, weather)	30
Warungu	32	cold	gidu	3
Wathawurrung	32	cold	mutang-	9
Wathiwathi	32	cold	boilinga, yebra	23
Watjuk	32	cold	ngitting	27
Western Arrarnta	32	cold		0
Wik Mungkan	32	cold	kuchar	57
Wiradjuri	32	cold	baluudaay	51
Wirangu	32	cold	bayala	31
Woiwurrung	32	cold	berri–	7
Wulguru	32	cold	gidu	3
Yabula Yabula	32	cold	bullēke	54
Yagara	32	cold	yigil	86
Yalarnnga	32	cold	matarna	49
Yan-nhangu	32	cold	guthaŋu	80
Yandruwandha	32	cold	malthi, pundra, kundrukundru	36
Yanyuwa	32	cold	mardu (cm-)	49
Yarluyandi	32	cold	malti	36
Yawarrawarrka	32	cold	malti	36
Yidiny	32	cold	gudar	57
Yindjibarndi	32	cold	mulhu	72
Yindjilandji	32	cold	ŋadʒiɹidʒiɹi	74
Yiningay	32	cold	yakal	64
Yirandali	32	cold	widda	84
